merchant_id,merchant_name,mcc,mcc_imputed,merchant_category,business_type,city,state,onboarding_date,settlement_account_on_file,merchant_status,declared_avg_ticket_size,declared_avg_ticket_size_was_negative
MCH6306,"RAMESH, VISWANATHAN AND KALITA",4131,False,Transportation & Travel,Private Limited,Chennai,Tamil Nadu,2026-01-05 00:00:00,True,ACTIVE,302.6,False
MCH2090,Upadhyay PLC,5812,False,Restaurants & Food Service,Sole Proprietorship,Delhi,Delhi,2026-01-05 04:15:56,True,ACTIVE,439.31,False
MCH3105,Bandi PLC,5311,False,Department Store,Sole Proprietorship,Mumbai,Maharashtra,2026-01-05 07:13:24,True,ACTIVE,1578.41,False
MCH7219,Dhawan-Saha,7011,False,Hotel & Lodging,Individual,Delhi,Delhi,2026-01-06 00:00:00,True,INACTIVE,2354.94,False
MCH1002,"Apte, Saha and Edwin",5812,False,Restaurants & Food Service,Private Limited,Bengaluru,Karnataka,2026-01-07 09:01:00,True,ACTIVE,1671.2,False
MCH3308,"DHAWAN, RANGANATHAN AND LUTHRA",5699,False,Apparel & Fashion,Partnership,Amritsar,Punjab,2026-01-09 00:00:00,True,INACTIVE,2438.38,False
MCH4774,Wadhwa PLC,5311,False,Department Store,Partnership,Jalandhar,Punjab,2026-01-09 14:20:47,True,ACTIVE,374.94,False
MCH1128,Natt-Keer,5999,False,Retail - Other,Sole Proprietorship,Hyderabad,Telangana,2026-01-10 12:42:55,True,ACTIVE,1028.32,False
MCH8549,"Amb1e, Sangha and C0mar",4814,False,Telecom & Mobile,Individual,Ludhiana,Punjab,2026-01-12 00:00:00,True,ACTIVE,1130.69,False
MCH1827,Saha Ltd,5999,False,Retail - Other,Partnership,Pune,Maharashtra,2026-01-12 00:00:00,True,ACTIVE,790.89,False
MCH7628,"Mander, Guha and Varty",4814,False,Telecom & Mobile,Sole Proprietorship,Mumbai,Maharashtra,2026-01-12 00:00:00,True,SUSPENDED,8496.25,False
MCH9994,"Barad, Lall and Shetty",5942,False,Books & Stationery,Partnership,Delhi,Delhi,2026-01-13 00:00:00,True,ACTIVE,1588.48,False
MCH2632,Agate-Gandhi,5311,False,Department Store,Partnership,Chennai,Tamil Nadu,2026-01-14 00:00:00,True,ACTIVE,243.56,True
MCH1260,KOTHARI-NADKARNI,5699,False,Apparel & Fashion,Private Limited,Lucknow,Uttar Pradesh,2026-01-15 00:00:00,True,ACTIVE,2375.4,False
MCH8890,Halder Inc,7011,False,Hotel & Lodging,Private Limited,Lucknow,Uttar Pradesh,2026-01-15 00:00:00,True,BLOCKED,2352.14,False
MCH8572,"Sheth,SethandKulkarni",4814,False,Telecom & Mobile,Individual,Jaipur,Rajasthan,2026-01-15 00:00:00,True,ACTIVE,4326.0,False
MCH6109,Sampath Ltd,4814,False,Telecom & Mobile,Individual,Ludhiana,Punjab,2026-01-15 23:34:00,True,ACTIVE,399.08,False
MCH1906,"TANEJA, MAHAJAN AND SARNA",5311,False,Retail - Other,Individual,Bengaluru,Karnataka,2026-01-16 00:00:00,True,INACTIVE,2772.0,False
MCH6670,SAWHNEY INC,5411,False,Grocery,Individual,Bengaluru,Karnataka,2026-01-17 00:00:00,True,ACTIVE,2332.15,True
MCH6024,"Saran, Sinha and Barman",5812,False,Restaurants & Food Service,Sole Proprietorship,Jalandhar,Punjab,2026-01-18 00:39:00,True,ACTIVE,1185.95,False
MCH7493,Sachdeva-Pillai,5699,False,Apparel & Fashion,Private Limited,Kolkata,West Bengal,2026-01-18 20:12:00,True,INACTIVE,203.44,False
MCH9457,"Grover, Deep and Subramaniam",4131,False,Transportation & Travel,Partnership,Bengaluru,Karnataka,2026-01-19 00:00:00,True,ACTIVE,276.66,False
MCH6460,Deol-Narayanan,5311,False,Retail - Other,Partnership,Mumbai,Maharashtra,2026-01-19 08:20:00,True,ACTIVE,878.73,False
MCH2708,"Mand, Zacharia and Vora",4131,False,Transportation & Travel,Sole Proprietorship,Chennai,Tamil Nadu,2026-01-20 00:00:00,True,ACTIVE,363.56,False
MCH4676,Shan Inc,5999,False,Retail - Other,Sole Proprietorship,Mumbai,Maharashtra,2026-01-20 00:00:00,True,ACTIVE,2805.31,False
MCH6992,"Srivastava, Sha and Natarajan",5812,False,Restaurants & Food Service,Partnership,Amritsar,Punjab,2026-01-21 00:00:00,True,ACTIVE,893.0,False
MCH6221,Dey-Maharaj,5912,False,Pharmacy & Medical,Private Limited,Ludhiana,Punjab,2026-01-22 00:00:00,True,INACTIVE,402.9,True
MCH9503,Kulkarni LLC,4131,False,Transportation & Travel,Individual,Hyderabad,Telangana,2026-01-22 21:02:00,True,INACTIVE,1312.52,False
MCH9410,Sagar-Chawla,5699,False,Apparel & Fashion,Individual,Jalandhar,Punjab,2026-01-24 00:00:00,True,ACTIVE,820.0,False
MCH9383,"Sekhon,PadmanabhanandRege",5942,False,Books & Stationery,Individual,Chennai,Tamil Nadu,2026-01-24 02:02:00,True,SUSPENDED,2841.0,False
MCH3446,Ganesan-Contractor,5411,False,Grocery,Sole Proprietorship,Lucknow,Uttar Pradesh,2026-01-24 03:27:14,True,INACTIVE,348.14,False
MCH2309,"bajaj, chakraborty and malhotra",5311,False,Department Store,Individual,Amritsar,Punjab,2026-01-24 07:59:49,True,ACTIVE,355.13,False
MCH1946,Sibal LLC,7011,False,Hotel & Lodging,Sole Proprietorship,Jalandhar,Punjab,2026-01-24 21:05:43,True,ACTIVE,2804.71,False
MCH5569,"Thaman, Kar and Dass",5999,False,Retail - Other,Sole Proprietorship,Mumbai,Maharashtra,2026-01-27 00:00:00,True,INACTIVE,3592.34,False
MCH2860,Ahluwalia Ltd,7011,False,Hotel & Lodging,Private Limited,Bengaluru,Karnataka,2026-01-27 00:00:00,True,ACTIVE,250.0,False
MCH5890,Apte-Sant,5311,False,Department Store,Partnership,Amritsar,Punjab,2026-01-27 00:00:00,True,INACTIVE,2687.77,False
MCH6023,DATTA PLC,5411,False,Grocery,Partnership,Ludhiana,Punjab,2026-01-27 00:00:00,True,ACTIVE,2183.74,False
MCH3619,"MODY, SAMI AND BATTA",5999,False,Retail - Other,Sole Proprietorship,Kolkata,West Bengal,2026-01-27 07:14:00,True,INACTIVE,3456.23,False
MCH2618,"Loyal, Nadkarni and Mangal",5942,False,Books & Stationery,Partnership,Bengaluru,Karnataka,2026-01-27 20:44:00,True,ACTIVE,816.0,False
MCH4337,Sethi Ltd,4814,False,Telecom & Mobile,Individual,Jalandhar,Punjab,2026-01-28 00:00:00,True,INACTIVE,3672.22,False
MCH4547,rout inc,5812,False,Restaurants & Food Service,Private Limited,Bengaluru,Karnataka,2026-01-28 00:00:00,True,ACTIVE,307.37,False
MCH8379,Deep Group,5942,False,Books & Stationery,Private Limited,Kolkata,West Bengal,2026-01-29 00:00:00,True,SUSPENDED,469.0,False
MCH9609,Bhatti Inc,5411,False,Grocery,Individual,Hyderabad,Telangana,2026-01-29 00:00:00,True,SUSPENDED,1792.34,False
MCH5525,Nagy and Sons,7011,False,Hotel & Lodging,Partnership,Bengaluru,Karnataka,2026-01-29 04:09:00,True,ACTIVE,1141.1,False
MCH1679,"Chawla, Sura and Pal",4131,False,Retail - Other,Individual,Lucknow,Uttar Pradesh,2026-01-30 14:56:48,True,SUSPENDED,1030.0,False
MCH4106,Dey and Sons,5411,False,Grocery,Private Limited,Hyderabad,Telangana,2026-01-31 00:00:00,True,ACTIVE,4216.77,False
MCH5408,"Setty, Mangal and Dhar",5411,False,Grocery,Individual,Mumbai,Maharashtra,2026-01-31 00:00:00,True,ACTIVE,1231.49,False
MCH6431,"batra, pant and devan",7011,False,Hotel & Lodging,Partnership,Bengaluru,Karnataka,2026-01-31 00:00:00,True,INACTIVE,1564.0,False
MCH3211,"Mani, Hora and Hayer",5912,False,Pharmacy & Medical,Private Limited,Bengaluru,Karnataka,2026-01-31 00:00:00,True,ACTIVE,3678.27,False
MCH2656,"Patla, Deo and Babu",5912,False,Pharmacy & Medical,Partnership,Jaipur,Rajasthan,2026-02-02 00:00:00,True,ACTIVE,1217.69,False
MCH9582,"Aggarwal, Morar and Vohra",4814,False,Telecom & Mobile,Private Limited,Chennai,Tamil Nadu,2026-02-02 00:00:00,True,ACTIVE,2012.0,False
MCH8024,Banik PLC,5411,False,Grocery,Individual,Jalandhar,Punjab,2026-02-02 22:13:43,True,ACTIVE,1100.96,False
MCH8574,vohra group,5912,False,Pharmacy & Medical,Individual,Jaipur,Rajasthan,2026-02-04 00:00:00,True,CLOSED,746.57,True
MCH9135,"NATH, SAMRA AND CHOPRA",4814,False,Telecom & Mobile,Sole Proprietorship,Kolkata,West Bengal,2026-02-04 01:44:00,True,ACTIVE,387.53,False
MCH5905,KARNIK LTD,5812,False,Restaurants & Food Service,Individual,Pune,Maharashtra,2026-02-05 00:00:00,True,ACTIVE,653.53,False
MCH1939,"Lal,SahniandChopra",7011,False,Hotel & Lodging,Private Limited,Ludhiana,Punjab,2026-02-05 00:00:00,True,ACTIVE,509.0,False
MCH2951,"THAKUR, SUBRAMANIAM AND AGRAWAL",7011,False,Hotel & Lodging,Partnership,Mumbai,Maharashtra,2026-02-06 00:00:00,True,ACTIVE,3115.69,True
MCH6855,"Soman, Ravel and Anand",5411,False,Grocery,Private Limited,Kolkata,West Bengal,2026-02-06 00:00:00,True,ACTIVE,1385.58,False
MCH1971,Khanna and Sons,4814,False,Telecom & Mobile,Partnership,Mumbai,Maharashtra,2026-02-06 00:00:00,True,ACTIVE,2326.17,False
MCH1840,Chahal and Sons,5942,False,Books & Stationery,Sole Proprietorship,Ludhiana,Punjab,2026-02-06 00:00:00,True,ACTIVE,764.0,False
MCH3354,"Barad, Ahluwalia and Mahal",5942,False,Books & Stationery,Partnership,Lucknow,Uttar Pradesh,2026-02-06 09:23:45,True,ACTIVE,906.14,False
MCH3518,Borah and Sons,4131,False,Transportation & Travel,Sole Proprietorship,Mumbai,Maharashtra,2026-02-06 15:51:00,True,ACTIVE,451.33,False
MCH9352,RAMANATHAN-LALA,4131,False,Transportation & Travel,Partnership,Bengaluru,Karnataka,2026-02-09 00:00:00,True,ACTIVE,1121.19,False
MCH9306,Zachariah-Anne,5942,False,Books & Stationery,Partnership,Mumbai,Maharashtra,2026-02-10 00:00:00,True,ACTIVE,1250.09,False
MCH1405,chandra inc,5311,False,Department Store,Partnership,Ludhiana,Punjab,2026-02-10 00:00:00,True,INACTIVE,1248.0,False
MCH7362,kothari plc,5942,False,Books & Stationery,Private Limited,Pune,Maharashtra,2026-02-11 00:00:00,True,ACTIVE,478.42,False
MCH1483,Mohan-Kari,5942,False,Books & Stationery,Private Limited,Amritsar,Punjab,2026-02-11 00:00:00,True,ACTIVE,1901.08,False
MCH9849,Jayaraman Inc,5942,False,Books & Stationery,Individual,Kolkata,West Bengal,2026-02-11 02:12:30,True,ACTIVE,1659.94,False
MCH7176,"SACHAR, WALI AND SAHA",4131,False,Transportation & Travel,Individual,Kolkata,West Bengal,2026-02-13 00:00:00,True,ACTIVE,980.72,False
MCH4284,Chawla LLC,4131,False,Transportation & Travel,Sole Proprietorship,Ludhiana,Punjab,2026-02-13 00:00:00,True,ACTIVE,385.0,False
MCH4486,"Bumb, Kibe and Saraf",4814,False,Telecom & Mobile,Private Limited,Chennai,Tamil Nadu,2026-02-14 00:00:00,True,ACTIVE,2112.84,False
MCH3021,"Gupta, Mukherjee and Setty",4131,False,Retail - Other,Sole Proprietorship,Mumbai,Maharashtra,2026-02-14 00:00:00,True,ACTIVE,614.86,False
MCH1683,"Sampath, Anne and Madan",5812,False,Restaurants & Food Service,Partnership,Chennai,Tamil Nadu,2026-02-14 00:00:00,True,ACTIVE,2458.98,False
MCH8974,"Shukla, Gaba and Sani",5912,False,Pharmacy & Medical,Sole Proprietorship,Delhi,Delhi,2026-02-15 00:00:00,True,ACTIVE,438.78,False
MCH5799,Nagar Inc,7011,False,Hotel & Lodging,Private Limited,Jalandhar,Punjab,2026-02-16 00:00:00,True,ACTIVE,209.08,False
MCH6681,Baria PLC,4131,False,Retail - Other,Individual,Delhi,Delhi,2026-02-17 00:00:00,True,INACTIVE,1343.0,False
MCH7871,"Mital, Palla and Saraf",5699,False,Apparel & Fashion,Sole Proprietorship,Hyderabad,Telangana,2026-02-17 14:36:44,True,ACTIVE,2352.21,True
MCH3510,Sankaran Inc,5699,False,Apparel & Fashion,Individual,Hyderabad,Telangana,2026-02-18 00:00:00,True,INACTIVE,2317.0,False
MCH1770,Prabhu Inc,5411,False,Grocery,Partnership,Kolkata,West Bengal,2026-02-19 00:00:00,True,ACTIVE,1130.22,False
MCH3324,Char-Gera,5699,False,Apparel & Fashion,Partnership,Pune,Maharashtra,2026-02-20 00:00:00,True,SUSPENDED,2076.73,False
MCH8988,"Ratti, Rattan and Menon",5942,False,Books & Stationery,Private Limited,Chennai,Tamil Nadu,2026-02-21 19:46:26,True,ACTIVE,1897.88,False
MCH3974,"Mishra, Baral and Char",5942,False,Books & Stationery,Sole Proprietorship,Chennai,Tamil Nadu,2026-02-22 00:00:00,True,SUSPENDED,2017.65,False
MCH4244,"DOCTOR, PILLAY AND NORI",5311,False,Department Store,Individual,Ludhiana,Punjab,2026-02-22 00:00:00,True,ACTIVE,2111.57,False
MCH9107,"Devi, Chhabra and Sharaf",5699,False,Apparel & Fashion,Sole Proprietorship,Pune,Maharashtra,2026-02-22 08:24:38,True,ACTIVE,637.0,False
MCH7828,Jhaveri and Sons,5699,False,Apparel & Fashion,Individual,Kolkata,West Bengal,2026-02-23 00:00:00,True,ACTIVE,3105.54,False
MCH1593,Wali-Murthy,5999,False,Retail - Other,Sole Proprietorship,Bengaluru,Karnataka,2026-02-23 12:14:26,True,ACTIVE,15388.22,False
MCH8673,Goswami and Sons,5812,False,Restaurants & Food Service,Private Limited,Delhi,Delhi,2026-02-25 00:00:00,True,ACTIVE,979.86,False
MCH2605,Gera-Karpe,5699,False,Apparel & Fashion,Individual,Mumbai,Maharashtra,2026-02-25 00:00:00,True,ACTIVE,1371.0,False
MCH3880,Sankaran-M0dy,4131,False,Transportation & Travel,Sole Proprietorship,Hyderabad,Telangana,2026-02-26 18:34:00,True,ACTIVE,794.44,False
MCH3780,HEGDE GROUP,5311,False,Department Store,Private Limited,Lucknow,Uttar Pradesh,2026-02-27 20:38:00,True,SUSPENDED,315.62,False
MCH8932,"Venkatesh, Nayak and Ravel",5999,True,Retail - Other,Private Limited,Lucknow,Uttar Pradesh,2023-01-01 00:00:00,True,ACTIVE,1585.03,False
MCH6611,Mand PLC,5411,False,Grocery,Private Limited,Chennai,Tamil Nadu,2023-01-01 00:00:00,False,ACTIVE,1110.3,True
MCH9060,"RAMASWAMY, SINGHAL AND DEEP",5999,False,Retail - Other,Individual,Mumbai,Maharashtra,2023-01-01 00:00:00,False,ACTIVE,1011.0,False
MCH5984,acharya-badal,5999,False,Retail - Other,Sole Proprietorship,Kolkata,West Bengal,2023-01-03 00:00:00,False,ACTIVE,515.0,False
MCH5937,"Babu, Contractor and Sem",5411,False,Grocery,Private Limited,Hyderabad,Telangana,2023-01-04 00:00:00,False,INACTIVE,415.88,False
MCH1883,"BAHL, KASHYAP AND SIBAL",5812,False,Restaurants & Food Service,Private Limited,Jalandhar,Punjab,2023-01-04 00:00:00,True,ACTIVE,,False
MCH7325,Chatterjee-Manda,5999,True,Retail - Other,Individual,Kolkata,West Bengal,2023-01-04 13:43:25,True,ACTIVE,1420.0,False
MCH8291,walia inc,7011,False,Hotel & Lodging,Private Limited,Ludhiana,Punjab,2023-01-04 19:11:00,False,ACTIVE,1898.37,False
MCH8299,Garde PLC,5812,False,Restaurants & Food Service,Partnership,Jaipur,Rajasthan,2023-01-06 00:00:00,False,ACTIVE,1496.13,False
MCH6147,Singhal-Murthy,4131,False,Transportation & Travel,Partnership,Mumbai,Maharashtra,2023-01-06 00:00:00,False,ACTIVE,1814.59,True
MCH8219,Devi Group,4814,False,Telecom & Mobile,Individual,Ludhiana,Punjab,2023-01-06 05:16:57,False,ACTIVE,1980.0,False
MCH5040,Kumer-M0rar,4131,False,Transportation & Travel,Private Limited,Chennai,Tamil Nadu,2023-01-08 04:01:00,False,ACTIVE,5948.0,False
MCH5396,MANDA-SETH,4131,False,Transportation & Travel,Sole Proprietorship,Delhi,Delhi,2023-01-11 00:00:00,False,ACTIVE,439.03,False
MCH5841,Nori Group,5912,False,Pharmacy & Medical,Sole Proprietorship,Mumbai,Maharashtra,2023-01-11 06:18:00,False,ACTIVE,466.44,False
MCH5410,Ganesh LLC,7011,False,Hotel & Lodging,Partnership,Delhi,Delhi,2023-01-13 16:09:00,False,ACTIVE,1114.19,False
MCH3899,Goswami-Bath,4131,False,Transportation & Travel,Sole Proprietorship,Hyderabad,Telangana,2023-01-14 00:00:00,False,ACTIVE,1271.48,True
MCH6918,Sant Ltd,4131,False,Transportation & Travel,Private Limited,Chennai,Tamil Nadu,2023-01-15 00:00:00,False,ACTIVE,472.0,False
MCH9940,"Thakur, Chokshi and Char",5699,False,Apparel & Fashion,Sole Proprietorship,Jalandhar,Punjab,2023-01-16 00:00:00,False,ACTIVE,1656.0,False
MCH3148,RaoLtd,4814,False,Telecom & Mobile,Individual,Delhi,Delhi,2023-01-16 00:00:00,False,ACTIVE,1684.65,False
MCH6774,PARSA LTD,5699,False,Apparel & Fashion,Private Limited,Amritsar,Punjab,2023-01-17 00:00:00,False,ACTIVE,2007.14,False
MCH8198,Buch-Sengupta,5311,False,Department Store,Individual,Kolkata,West Bengal,2023-01-18 00:00:00,False,INACTIVE,2004.67,False
MCH5430,THAKKAR AND SONS,5699,False,Apparel & Fashion,Private Limited,Amritsar,Punjab,2023-01-19 00:00:00,False,INACTIVE,4264.84,False
MCH8602,Raghavan-Ah1uwa1ia,5411,False,Grocery,Individual,Chennai,Tamil Nadu,2023-01-19 00:00:00,False,ACTIVE,292.78,True
MCH1191,raval ltd,4814,False,Telecom & Mobile,Individual,Kolkata,West Bengal,2023-01-19 00:18:56,False,INACTIVE,1670.52,False
MCH7667,LALLA AND SONS,5311,False,Retail - Other,Individual,Hyderabad,Telangana,2023-01-20 00:00:00,False,ACTIVE,1676.0,False
MCH1558,Shroff-Khanna,4814,False,Telecom & Mobile,Partnership,Bengaluru,Karnataka,2023-01-20 12:52:42,False,ACTIVE,1953.35,False
MCH8330,"Dhawan, Tella and Rau",4131,False,Transportation & Travel,Private Limited,Chennai,Tamil Nadu,2023-01-20 20:57:00,False,ACTIVE,1437.59,False
MCH2384,"ATWAL, SAWHNEY AND MAGAR",5999,False,Retail - Other,Sole Proprietorship,Lucknow,Uttar Pradesh,2023-01-20 23:37:00,False,ACTIVE,638.0,False
MCH8308,"MUKHOPADHYAY, KOTHARI AND RAVAL",5999,True,Retail - Other,Individual,Amritsar,Punjab,2023-01-21 00:00:00,True,ACTIVE,764.32,False
MCH6314,Tella-Sachdeva,4131,False,Transportation & Travel,Sole Proprietorship,Lucknow,Uttar Pradesh,2023-01-22 00:00:00,False,ACTIVE,2661.98,False
MCH2237,Chatterjee-Din,4814,False,Telecom & Mobile,Sole Proprietorship,Lucknow,Uttar Pradesh,2023-01-23 00:00:00,True,ACTIVE,,False
MCH7749,Nigam Inc,4814,True,Telecom & Mobile,Private Limited,Pune,Maharashtra,2023-01-23 00:00:00,True,ACTIVE,7003.66,False
MCH7567,badal-tripathi,5699,False,Apparel & Fashion,Partnership,Delhi,Delhi,2023-01-23 14:11:00,False,ACTIVE,581.85,False
MCH8941,Iyer LLC,5999,True,Retail - Other,Sole Proprietorship,Ludhiana,Punjab,2023-01-24 23:45:00,True,ACTIVE,2580.56,False
MCH6105,lala group,7011,False,Hotel & Lodging,Sole Proprietorship,Bengaluru,Karnataka,2023-01-25 00:00:00,False,ACTIVE,1595.66,False
MCH7577,"Gandhi, Golla and Arora",5699,False,Apparel & Fashion,Private Limited,Amritsar,Punjab,2023-01-26 00:00:00,True,ACTIVE,,False
MCH6729,Sharma and Sons,5311,False,Retail - Other,Partnership,Amritsar,Punjab,2023-01-27 00:00:00,False,ACTIVE,442.47,False
MCH1493,"Kar, Nath and Koshy",5942,False,Books & Stationery,Individual,Bengaluru,Karnataka,2023-01-28 00:00:00,True,ACTIVE,,False
MCH4066,Nazareth Group,5942,True,Books & Stationery,Sole Proprietorship,Kolkata,West Bengal,2023-01-28 16:03:19,True,ACTIVE,507.68,True
MCH7699,chakraborty llc,7011,False,Hotel & Lodging,Sole Proprietorship,Bengaluru,Karnataka,2023-01-29 00:00:00,False,ACTIVE,145.86,False
MCH6645,Kalla Ltd,5699,True,Apparel & Fashion,Partnership,Amritsar,Punjab,2023-01-29 13:22:00,True,ACTIVE,329.87,False
MCH2607,Garg PLC,5812,False,Restaurants & Food Service,Individual,Hyderabad,Telangana,2023-01-31 00:00:00,False,ACTIVE,3395.0,False
MCH8189,BAJAJ-SURA,4131,False,Retail - Other,Sole Proprietorship,Delhi,Delhi,2023-01-31 11:30:49,False,ACTIVE,1010.26,False
MCH9563,"Singh, Issac and Murty",4131,False,Transportation & Travel,Private Limited,Kolkata,West Bengal,2023-02-01 00:00:00,False,ACTIVE,1366.02,False
MCH1183,Rajan LLC,5812,False,Restaurants & Food Service,Private Limited,Bengaluru,Karnataka,2023-02-02 00:00:00,False,ACTIVE,1717.84,False
MCH9620,prakash group,5411,False,Grocery,Partnership,Ludhiana,Punjab,2023-02-02 08:54:57,False,ACTIVE,2975.01,False
MCH7295,Palan-Ray,7011,False,Hotel & Lodging,Partnership,Bengaluru,Karnataka,2023-02-02 10:44:00,False,ACTIVE,1161.77,False
MCH2792,KrishnamurthyPLC,7011,False,Hotel & Lodging,Sole Proprietorship,Jalandhar,Punjab,2023-02-03 00:00:00,False,ACTIVE,1501.9,False
MCH3571,"Aurora, Kamdar and Vasa",5411,False,Grocery,Private Limited,Lucknow,Uttar Pradesh,2023-02-03 00:00:00,False,ACTIVE,583.65,False
MCH3796,Swaminathan Ltd,5699,False,Apparel & Fashion,Partnership,Pune,Maharashtra,2023-02-04 20:17:32,False,ACTIVE,1024.22,False
MCH7554,"J0ha1, K0thari and Nagar",4131,False,Retail - Other,Individual,Jalandhar,Punjab,2023-02-05 23:53:12,False,ACTIVE,572.11,False
MCH9964,Dua Inc,4131,False,Transportation & Travel,Sole Proprietorship,Mumbai,Maharashtra,2023-02-06 00:00:00,False,INACTIVE,794.67,False
MCH1529,"Sangha,BanerjeeandSengupta",7011,False,Hotel & Lodging,Private Limited,Ludhiana,Punjab,2023-02-06 00:00:00,False,INACTIVE,1257.59,False
MCH2550,Misra-Natarajan,5999,True,Retail - Other,Individual,Ludhiana,Punjab,2023-02-06 04:42:00,True,ACTIVE,1549.99,False
MCH5780,Oak-Mody,5999,False,Retail - Other,Partnership,Pune,Maharashtra,2023-02-07 00:00:00,True,INACTIVE,,False
MCH7446,"SAMI, NARAYAN AND ROY",5942,False,Books & Stationery,Partnership,Ludhiana,Punjab,2023-02-08 00:00:00,False,INACTIVE,6191.17,False
MCH1200,Vora and Sons,5699,True,Apparel & Fashion,Private Limited,Pune,Maharashtra,2023-02-08 00:00:00,True,ACTIVE,1072.0,False
MCH8345,"Srinivas, Bali and Bhatt",7011,False,Hotel & Lodging,Sole Proprietorship,Jalandhar,Punjab,2023-02-08 02:01:40,False,INACTIVE,1909.16,False
MCH5560,"D’Alia, Dasgupta and Chakrabarti",4131,False,Transportation & Travel,Sole Proprietorship,Jalandhar,Punjab,2023-02-09 00:00:00,False,INACTIVE,1247.75,False
MCH2411,SARAF-GOLA,4131,False,Transportation & Travel,Individual,Jaipur,Rajasthan,2023-02-09 06:15:13,False,ACTIVE,2300.71,False
MCH7833,"Chopra, Baral and Hayre",5942,False,Books & Stationery,Sole Proprietorship,Hyderabad,Telangana,2023-02-10 07:53:34,False,SUSPENDED,648.0,False
MCH8838,"KALA, SIDHU AND KURUVILLA",5912,False,Pharmacy & Medical,Partnership,Chennai,Tamil Nadu,2023-02-11 00:00:00,False,INACTIVE,593.62,False
MCH4227,Bora-Sood,5999,False,Retail - Other,Partnership,Jaipur,Rajasthan,2023-02-11 00:00:00,False,ACTIVE,1928.46,False
MCH5236,"More, Luthra and Deol",5999,False,Retail - Other,Partnership,Amritsar,Punjab,2023-02-11 00:00:00,False,ACTIVE,1110.58,False
MCH4741,KARA AND SONS,5999,True,Retail - Other,Partnership,Jaipur,Rajasthan,2023-02-13 00:00:00,True,ACTIVE,2009.21,False
MCH8405,Roy Ltd,5699,True,Apparel & Fashion,Private Limited,Kolkata,West Bengal,2023-02-13 22:05:26,True,INACTIVE,1147.53,False
MCH9928,Kalita-Dave,5999,False,Retail - Other,Private Limited,Mumbai,Maharashtra,2023-02-14 00:00:00,False,ACTIVE,2034.32,False
MCH8893,Anand-Dada,5411,False,Grocery,Private Limited,Delhi,Delhi,2023-02-15 00:00:00,False,ACTIVE,598.72,False
MCH2829,Narain Ltd,5999,False,Retail - Other,Sole Proprietorship,Bengaluru,Karnataka,2023-02-15 14:46:04,False,ACTIVE,1912.36,False
MCH1540,mohan-hegde,5912,False,Pharmacy & Medical,Individual,Mumbai,Maharashtra,2023-02-15 20:52:03,False,INACTIVE,2002.37,False
MCH5108,"Te11a, Naik and Rajag0pa1",7011,False,Hotel & Lodging,Private Limited,Delhi,Delhi,2023-02-17 06:26:08,False,ACTIVE,1054.85,False
MCH9415,Krishnamurthy-Warrior,7011,False,Hotel & Lodging,Sole Proprietorship,Ludhiana,Punjab,2023-02-21 00:00:00,False,ACTIVE,438.69,False
MCH9162,Shankar-Shah,5999,False,Retail - Other,Private Limited,Bengaluru,Karnataka,2023-02-22 00:00:00,True,ACTIVE,,False
MCH6999,srinivasan-agate,5812,False,Restaurants & Food Service,Partnership,Hyderabad,Telangana,2023-02-22 17:51:00,False,ACTIVE,1015.19,False
MCH9912,"Gade, Bajaj and Zachariah",7011,False,Hotel & Lodging,Sole Proprietorship,Ludhiana,Punjab,2023-02-22 18:06:00,False,ACTIVE,564.0,False
MCH7934,Srinivasan-Maharaj,5812,False,Restaurants & Food Service,Partnership,Chennai,Tamil Nadu,2023-02-23 00:00:00,False,INACTIVE,1154.88,False
MCH1973,Pau-H0ra,5311,False,Department Store,Individual,Amritsar,Punjab,2023-02-23 00:00:00,False,ACTIVE,1264.21,False
MCH7156,Lata-Som,5812,False,Restaurants & Food Service,Private Limited,Bengaluru,Karnataka,2023-02-24 00:00:00,False,ACTIVE,739.29,False
MCH1789,Loke-Chanda,5942,False,Books & Stationery,Partnership,Jaipur,Rajasthan,2023-02-25 00:00:00,False,ACTIVE,15713.68,False
MCH2030,Singh-Banerjee,4131,False,Transportation & Travel,Individual,Ludhiana,Punjab,2023-02-25 00:00:00,False,ACTIVE,3976.0,False
MCH1887,Peri Inc,5311,False,Department Store,Private Limited,Bengaluru,Karnataka,2023-02-26 00:00:00,False,ACTIVE,2706.7,False
MCH6080,"kanda, krishnan and chaudry",5411,False,Grocery,Private Limited,Chennai,Tamil Nadu,2023-02-27 00:47:00,False,INACTIVE,1675.16,False
MCH8781,Gade PLC,5912,False,Pharmacy & Medical,Private Limited,Mumbai,Maharashtra,2023-02-27 16:50:53,False,ACTIVE,714.3,False
MCH5020,Sarna-Sarraf,5411,False,Grocery,Individual,Lucknow,Uttar Pradesh,2023-02-27 19:58:28,False,ACTIVE,3351.89,False
MCH8412,Sachdeva-Mutti,5311,False,Department Store,Private Limited,Bengaluru,Karnataka,2023-03-01 00:00:00,False,ACTIVE,2327.41,False
MCH2137,DyalInc,4131,False,Transportation & Travel,Partnership,Amritsar,Punjab,2023-03-01 00:00:00,False,ACTIVE,2285.47,False
MCH6190,Pal Ltd,5699,False,Apparel & Fashion,Private Limited,Ludhiana,Punjab,2023-03-01 00:00:00,False,ACTIVE,376.59,False
