complaint_id,txn_id,txn_id_valid_fk,user_id,user_id_valid_fk,merchant_id,merchant_id_valid_fk,transaction_timestamp,reported_timestamp,bank_response_timestamp,timestamps_logically_valid,reporting_delay_days,disputed_amount,disputed_amount_was_negative,disputed_amount_missing,reason_code,reason_code_raw,complaint_text,resolution_status,severity,channel
CBK0000461,TXN00013811,True,USR98133,True,MCH3815,False,2026-03-18 22:28:00,2026-03-21 00:00:00,,True,2.0,2059.37,False,False,ACCOUNT_TAKEOVER,Account Takeover,User says UPI PIN was not entered by them. details missing,PENDING_BANK,MEDIUM,APP
CBK0000077,TXN00016365,True,USR65949,False,MCH5705,True,2026-01-17 10:07:00,2026-01-18 13:07:29,2026-02-05 00:00:00,True,1.0,287.37,False,False,DUPLICATE_DEBIT,charged twice,User reports money deducted but merchant denies receiving payment.,RESOLVED,LOW,APP
CBK0000606,TXN00009406,True,USR72675,False,MCH2266,True,,2026-01-13 16:20:00,2026-01-24 16:20:00,True,,2488.0,False,False,GENERAL_DISPUTE,no service,Merchant service was not delivered after payment.,REJECTED,MEDIUM,IVR
CBK0000880,TXN00018703,True,USR63444,True,MCH2434,False,2026-01-31 00:00:00,2026-02-07 00:00:00,2026-02-21 16:50:46,True,7.0,1513.0,False,False,GENERAL_DISPUTE,no service,suspicious high-value payment disputed by customer.,IN_PROGRESS,CRITICAL,BRANCH
CBK0001536,TXN00003677,True,USR67399,False,MCH1566,False,2026-02-23 02:32:00,2026-02-28 15:32:00,,True,5.0,1364.35,False,False,SERVICE_NOT_DELIVERED,not delivered,Customer says transaction was not authorized. pls check asap,RESOLVED,LOW,EMAIL
CBK0002472,TXN00013665,True,USR72656,False,MCH2756,False,2026-03-04 14:52:38,2026-03-07 00:00:00,2026-04-06 10:52:38,True,2.0,616.17,True,False,AMOUNT_MISMATCH,Wrong Amount,Suspicious high-value payment disputed by customer. pls check asap,RESOLVED,HIGH,CHATBOT
CBK0002484,TXN00005205,True,USR19551,True,MCH5064,True,2026-02-26 00:00:00,2026-03-04 00:00:00,,True,6.0,6694.94,False,False,GENERAL_DISPUTE,Customer Dispute,Complaint received after multiple failed attempts.,RESOLVED,HIGH,IVR
CBK0002036,TXN00014884,True,USR50473,False,MCH6069,True,2026-02-20 00:00:00,2026-02-24 00:00:00,2026-03-19 00:00:00,True,4.0,,False,True,DUPLICATE_DEBIT,Duplicate Debit,Customer says amount was debited twice.,IN_PROGRESS,MEDIUM,IVR
CBK0000666,,False,USR33350,True,MCH6639,True,,2026-01-11 03:18:30,2026-01-28 00:00:00,True,,8521.71,False,False,GENERAL_DISPUTE,complaint,User says UPI PIN was not entered by them. call dropped,RESOLVED,MEDIUM,CHATBOT
CBK0002496,TXN00016961,True,USR12384,False,MCH4196,False,2026-02-26 13:00:00,2026-03-14 12:00:58,2026-04-10 00:00:00,True,15.0,433.87,False,False,SERVICE_NOT_DELIVERED,not delivered,CUSTOMER SAYS TRANSACTION WAS NOT AUTHORIZED.,OPEN,MEDIUM,BRANCH
CBK0002579,TXN00002668,True,USR57244,False,MCH3590,False,2026-02-02 00:00:00,2026-02-05 00:00:00,2026-03-03 00:00:00,True,3.0,551.59,False,False,UNAUTHORIZED_TRANSACTION,unauthorized_transaction,User claims account was compromised before transaction.,REJECTED,HIGH,CHATBOT
CBK0001621,TXN00006638,True,USR85507,False,MCH6644,False,2026-01-03 00:00:00,2026-01-19 00:00:00,2026-02-08 00:00:00,True,16.0,2742.66,False,False,AMOUNT_MISMATCH,amount mismatch,User reports money deducted but merchant denies receiving payment.,OPEN,CRITICAL,CHATBOT
CBK0002033,TXN00018868,True,USR88284,False,MCH2152,True,2026-03-09 12:13:27,2026-03-13 00:00:00,2026-04-09 00:00:00,True,3.0,180.66,False,False,ACCOUNT_TAKEOVER,account hacked,Merchant service was not delivered after payment.,CLOSED,HIGH,CHATBOT
CBK0000887,TXN00005845,True,USR53491,False,MCH4767,True,2026-01-18 10:49:09,2026-01-21 00:00:00,2026-01-27 00:00:00,True,2.0,,False,True,GENERAL_DISPUTE,Customer Dispute,Customer says amount was debited twice.,PENDING_BANK,CRITICAL,CHATBOT
CBK0002341,TXN00012704,True,USR27290,False,MCH3954,False,2026-01-19 00:00:00,2026-01-22 23:30:00,2026-02-07 00:00:00,True,3.0,2025.76,False,False,FRAUD_SUSPECTED,Fraud Suspected,User reports money deducted but merchant denies receiving payment.,CLOSED,HIGH,BRANCH
CBK0002499,TXN00012098,True,USR40113,True,MCH9719,False,2026-02-09 05:17:08,,2026-02-19 08:17:00,True,,708.0,False,False,SERVICE_NOT_DELIVERED,service failed,merchant service was not delivered after payment.,REJECTED,LOW,EMAIL
CBK0002356,TXN00014945,True,USR84844,True,MCH5076,False,2026-03-20 19:35:48,2026-03-21 00:00:00,2026-03-25 00:00:00,True,0.0,1720.02,False,False,GENERAL_DISPUTE,dispute raised,Suspicious high-value payment disputed by customer.,REJECTED,MEDIUM,APP
CBK0000488,TXN00008670,True,USR17815,True,MCH6810,False,2026-03-03 00:00:00,,2026-03-27 00:00:00,True,,992.85,False,False,GENERAL_DISPUTE,Customer Dispute,User claims account was compromised before transaction.,IN_PROGRESS,LOW,CHATBOT
CBK0001653,TXN00008030,True,USR83418,False,MCH6033,True,2026-02-02 00:00:00,2026-03-20 00:00:00,2026-03-28 11:43:48,True,46.0,1200.17,False,False,GENERAL_DISPUTE,no service,Customer says amount was debited twice.,RESOLVED,MEDIUM,IVR
CBK0002360,TXN00016689,True,USR22630,False,MCH6419,True,2026-03-05 00:00:00,2026-03-11 00:00:00,,True,6.0,2052.97,False,False,UNAUTHORIZED_TRANSACTION,unauthorized_transaction,User claims account was compromised before transaction.,PENDING_BANK,LOW,CALL_CENTER
CBK0002567,TXN00016286,True,USR90993,True,MCH5462,False,2026-03-13 02:22:00,2026-03-18 09:22:00,2026-04-16 00:00:00,True,5.0,1887.01,False,False,SERVICE_NOT_DELIVERED,delivery issue,Payment made to unknown merchant as per customer statement.,CLOSED,MEDIUM,CHATBOT
CBK0002701,TXN00015262,True,USR47926,False,MCH5959,True,2026-01-07 15:19:00,2026-01-08 00:00:00,2026-01-29 00:00:00,True,0.0,2260.38,False,False,GENERAL_DISPUTE,Customer Dispute,Customer says amount was debited twice. NA,OPEN,LOW,IVR
CBK0001076,TXN00014751,True,USR40036,False,MCH9461,False,2026-01-15 00:00:00,2026-01-16 00:00:00,,True,1.0,1337.67,True,False,DUPLICATE_DEBIT,double debit,Customer says amount was debited twice.,PENDING_BANK,MEDIUM,CHATBOT
CBK0001229,TXN00014638,True,USR33934,True,MCH4422,False,,2026-02-05 03:24:10,,True,,1064.0,False,False,SERVICE_NOT_DELIVERED,item not received,suspicious high-value payment disputed by customer.,CLOSED,LOW,IVR
CBK0001253,TXN00048192,False,USR32413,False,MCH7724,True,2026-03-07 00:00:00,2026-03-09 00:00:00,,True,2.0,1863.22,False,False,GENERAL_DISPUTE,customer issue,User claims account was compromised before transaction.,PENDING_BANK,LOW,IVR
CBK0001863,TXN00004455,True,USR92111,True,MCH2672,False,2026-01-24 00:00:00,2026-02-01 00:00:00,,True,8.0,559.19,False,False,FRAUD_SUSPECTED,Fraud Suspected,payment made to unknown merchant as per customer statement.,RESOLVED,MEDIUM,EMAIL
CBK0000864,TXN00058515,False,USR41631,True,MCH1320,True,2026-01-21 00:00:00,2026-01-31 15:38:00,,True,10.0,216.17,False,False,SERVICE_NOT_DELIVERED,merchant service issue,Customer complaint text unclear due to poor call center notes.,PENDING_BANK,HIGH,CHATBOT
CBK0001853,TXN00008375,True,USR11036,False,MCH7833,True,2026-01-09 13:20:42,,2026-02-10 19:20:42,True,,372.08,False,False,DUPLICATE_DEBIT,double debit,Complaint received after multiple failed attempts.,RESOLVED,LOW,BRANCH
CBK0001308,TXN00016774,True,USR71704,False,MCH4590,False,2026-03-14 00:00:00,2026-03-19 00:00:00,2026-03-19 00:00:00,True,5.0,9878.08,False,False,SERVICE_NOT_DELIVERED,merchant service issue,Customer says amount was debited twice.,PENDING_BANK,CRITICAL,BRANCH
CBK0001006,TXN00005755,True,USR95625,False,MCH4181,False,2026-03-29 16:15:15,2026-04-28 00:00:00,,True,29.0,740.85,False,False,FRAUD_SUSPECTED,fraud,Suspicious high-value payment disputed by customer.,IN_PROGRESS,MEDIUM,APP
CBK0001269,TXN00007095,True,USR24536,False,MCH8953,True,2026-02-06 04:54:54,2026-02-07 00:00:00,2026-02-17 08:54:00,True,0.0,1816.0,False,False,UNAUTHORIZED_TRANSACTION,unauth txn,User says UPI PIN was not entered by them.,IN_PROGRESS,MEDIUM,IVR
CBK0000607,TXN00007941,True,USR62254,True,MCH1419,False,2026-03-01 00:00:00,2026-03-05 05:33:21,,True,4.0,15519.36,True,False,FRAUD_SUSPECTED,suspicious transaction,User reports money deducted but merchant denies receiving payment.,REJECTED,LOW,CHATBOT
CBK0001541,TXN00011858,True,USR73594,False,MCH4651,True,2026-03-08 00:00:00,2026-04-07 00:00:00,,True,30.0,7857.66,False,False,DUPLICATE_DEBIT,Duplicate Debit,Payment made to unknown merchant as per customer statement. call dropped,OPEN,MEDIUM,EMAIL
CBK0000990,TXN00010883,True,USR94792,False,MCH2338,False,2026-03-01 00:00:00,2026-03-04 00:00:00,2026-03-07 00:00:00,True,3.0,2301.28,False,False,FRAUD_SUSPECTED,suspicious transaction,Merchant service was not delivered after payment.,CLOSED,CRITICAL,IVR
CBK0002713,TXN00016837,True,USR36321,False,MCH2065,False,2026-03-09 00:00:00,2026-03-13 00:00:00,2026-03-25 00:00:00,True,4.0,,False,True,GENERAL_DISPUTE,dispute raised,Customer complaint text unclear due to poor call center notes.,REJECTED,HIGH,CHATBOT
CBK0001590,TXN00014261,True,USR66321,False,MCH8391,True,2026-01-02 02:08:36,2026-01-07 00:00:00,2026-01-15 00:00:00,True,4.0,750.7,True,False,SERVICE_NOT_DELIVERED,merchant service issue,Complaint received after multiple failed attempts.,PENDING_BANK,MEDIUM,IVR
CBK0002311,TXN00011525,True,USR73683,False,MCH3681,False,2026-03-29 00:00:00,2026-04-14 00:00:00,2026-05-11 00:00:00,True,16.0,3875.84,False,False,GENERAL_DISPUTE,Customer Dispute,Customer complaint text unclear due to poor call center notes.,PENDING_BANK,MEDIUM,CHATBOT
CBK0001892,TXN00019135,True,USR46902,True,MCH3656,True,2026-02-25 00:00:00,2026-02-28 00:00:00,2026-03-03 00:00:00,True,3.0,690.96,True,False,UNAUTHORIZED_TRANSACTION,unauthorized_transaction,Complaint received after multiple failed attempts.,OPEN,MEDIUM,CHATBOT
CBK0002635,TXN00012235,True,USR39811,False,MCH4990,True,2026-02-22 12:05:00,2026-02-24 16:05:00,,True,2.0,10021.84,True,False,DUPLICATE_DEBIT,double debit,Customer complaint text unclear due to poor call center notes.,OPEN,MEDIUM,CALL_CENTER
CBK0000537,TXN00006837,True,USR35532,False,MCH7922,True,2026-01-07 00:00:00,2026-01-09 10:28:51,,True,2.0,374.0,False,False,GENERAL_DISPUTE,Customer Dispute,Suspicious high-value payment disputed by customer.,RESOLVED,MEDIUM,CHATBOT
CBK0000081,TXN00016937,True,USR98012,True,MCH5770,True,2026-01-25 00:00:00,2026-01-27 00:00:00,2026-02-05 00:00:00,True,2.0,6269.03,True,False,AMOUNT_MISMATCH,amount mismatch,merchant service was not delivered after payment.,RESOLVED,MEDIUM,EMAIL
CBK0000117,TXN00008534,True,USR46501,True,MCH8277,True,2026-02-25 00:00:00,2026-03-08 00:00:00,,True,11.0,652.86,False,False,GENERAL_DISPUTE,customer issue,Customer says amount was debited twice.,PENDING_BANK,HIGH,EMAIL
CBK0001244,TXN00059954,False,USR15501,False,MCH3432,False,2026-03-12 11:29:14,2026-03-18 00:00:00,2026-03-21 00:00:00,True,5.0,1289.25,False,False,DUPLICATE_DEBIT,charged twice,Customer complaint text unclear due to poor call center notes.,REJECTED,MEDIUM,APP
CBK0001057,TXN00013162,True,USR95375,True,MCH1477,True,2026-03-28 00:00:00,2026-03-30 00:00:00,2026-04-24 10:56:00,True,2.0,3182.0,False,False,GENERAL_DISPUTE,dispute raised,Customer says transaction was not authorized.,IN_PROGRESS,MEDIUM,APP
CBK0002085,TXN00099329,False,USR70175,True,MCH8953,True,2026-03-07 00:00:00,2026-03-10 00:00:00,2026-04-07 21:00:00,True,3.0,2454.92,False,False,FRAUD_SUSPECTED,FRAUD,Suspicious high-value payment disputed by customer.,IN_PROGRESS,LOW,CHATBOT
CBK0000847,TXN00010448,True,USR75789,True,MCH4429,False,2026-03-26 00:00:00,2026-03-28 00:00:00,2026-03-28 00:00:00,True,2.0,387.13,True,False,UNAUTHORIZED_TRANSACTION,not done by me,User reports money deducted but merchant denies receiving payment.,REJECTED,HIGH,CALL_CENTER
CBK0001388,TXN00008970,True,USR73474,False,MCH8142,True,,2026-04-01 12:45:30,,True,,4522.0,False,False,DUPLICATE_DEBIT,Duplicate Debit,CUSTOMER SAYS TRANSACTION WAS NOT AUTHORIZED.,OPEN,LOW,IVR
CBK0002155,TXN00016461,True,USR71348,False,MCH4824,False,2026-02-22 18:14:02,2026-02-25 00:00:00,2026-03-05 00:00:00,True,2.0,734.05,True,False,SERVICE_NOT_DELIVERED,Merchant Not Delivered,Complaint received after multiple failed attempts.,PENDING_BANK,HIGH,IVR
CBK0002217,TXN00017718,True,USR99570,False,MCH5980,True,2026-01-20 00:00:00,2026-01-23 00:00:00,2026-02-04 00:00:00,True,3.0,1451.78,False,False,GENERAL_DISPUTE,complaint,Customer says txn was not authorized.,REJECTED,LOW,BRANCH
CBK0001218,TXN00074714,False,USR28268,False,MCH1154,True,,2026-03-30 00:00:00,2026-04-03 00:00:00,True,,2166.47,False,False,SERVICE_NOT_DELIVERED,not delivered,Merchant service was not delivered after payment.,PENDING_BANK,HIGH,EMAIL
CBK0001265,TXN00004057,True,USR26009,False,MCH6381,False,2026-01-29 03:59:00,2026-01-30 00:00:00,2026-02-15 15:59:11,True,0.0,1149.72,False,False,DUPLICATE_DEBIT,Duplicate Debit,User reports money deducted but merchant denies receiving payment.,IN_PROGRESS,MEDIUM,APP
CBK0000087,TXN00008323,True,USR70375,True,MCH3815,False,2026-03-26 04:50:42,2026-03-29 08:50:42,2026-03-29 08:50:42,True,3.0,36675.43,False,False,ACCOUNT_TAKEOVER,account hacked,merchant service was not delivered after payment.,PENDING_BANK,MEDIUM,IVR
CBK0001572,TXN00014973,True,USR69706,True,MCH9344,False,2026-01-11 08:59:33,2026-01-11 10:59:00,2026-01-23 00:00:00,True,0.0,737.0,False,False,GENERAL_DISPUTE,dispute raised,User says UPI PIN was not entered by them.,CLOSED,LOW,CHATBOT
CBK0002221,TXN00016939,True,USR56378,False,MCH2383,True,2026-02-24 00:00:00,2026-03-07 00:00:00,2026-03-12 00:00:00,True,11.0,27330.78,False,False,GENERAL_DISPUTE,Customer Dispute,Customer says transaction was not authorized.,REJECTED,CRITICAL,IVR
CBK0001983,TXN00012545,True,USR12475,False,MCH1320,True,2026-01-05 00:00:00,2026-01-07 21:57:07,2026-01-16 00:00:00,True,2.0,886.93,False,False,DUPLICATE_DEBIT,charged twice,User says UPI PIN was not entered by them.,REJECTED,HIGH,CALL_CENTER
CBK0001310,TXN00006669,True,USR64847,True,MCH4786,True,,2026-02-18 15:36:00,2026-03-13 00:00:00,True,,2766.56,True,False,DUPLICATE_DEBIT,double debit,Customer complaint text unclear due to poor call center notes.,CLOSED,LOW,CALL_CENTER
CBK0002495,TXN00002679,True,USR24536,False,MCH8280,False,2026-01-07 16:01:24,2026-01-15 11:01:00,2026-02-10 00:00:00,True,7.0,1214.71,False,False,ACCOUNT_TAKEOVER,Account Takeover,User reports money deducted but merchant denies receiving payment.,CLOSED,LOW,BRANCH
CBK0002000,TXN00006334,True,USR56042,True,MCH4130,False,2026-01-29 15:04:00,2026-02-09 00:00:00,2026-02-09 00:00:00,True,10.0,1206.9,True,False,DUPLICATE_DEBIT,double debit,Customer says amount was debited twice. pls check asap,IN_PROGRESS,MEDIUM,APP
CBK0000401,TXN00001653,True,USR33650,False,MCH5294,True,2026-02-04 00:00:00,2026-02-05 12:47:14,2026-02-07 12:47:14,True,1.0,4022.0,False,False,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,Customer complaint text unclear due to poor call center notes.,IN_PROGRESS,MEDIUM,IVR
CBK0001880,TXN00013813,True,USR85610,False,MCH6626,True,2026-01-21 00:00:00,2026-03-07 00:00:00,2026-03-19 00:00:00,True,45.0,,False,True,FRAUD_SUSPECTED,scam,Customer says transaction was not authorized.,REJECTED,MEDIUM,CHATBOT
CBK0000884,TXN00014060,True,USR97772,True,MCH9069,False,2026-02-21 10:06:00,2026-02-26 23:06:00,2026-03-07 00:00:00,True,5.0,613.53,False,False,GENERAL_DISPUTE,no service,User reports money deducted but merchant denies receiving payment.,REJECTED,CRITICAL,CHATBOT
CBK0001963,TXN00002490,True,USR56287,False,MCH9228,True,2026-01-21 11:23:07,2026-01-21 12:23:07,2026-01-27 00:00:00,True,0.0,1170.0,False,False,ACCOUNT_TAKEOVER,ATO,Customer says amount was debited twice.,CLOSED,LOW,BRANCH
CBK0000203,TXN00002521,True,USR11015,True,MCH5051,False,2026-01-04 00:00:00,2026-01-06 00:00:00,,True,2.0,4940.0,False,False,GENERAL_DISPUTE,no service,User claims account was compromised before transaction.,CLOSED,HIGH,CALL_CENTER
CBK0002334,TXN00013909,True,USR61147,False,MCH6628,True,2026-01-10 00:00:00,2026-01-12 00:00:00,2026-01-16 14:42:00,True,2.0,449.15,False,False,GENERAL_DISPUTE,Customer Dispute,merchant service was not delivered after payment.,REJECTED,HIGH,IVR
CBK0002556,TXN00014016,True,USR85655,False,MCH2065,False,2026-03-01 00:00:00,2026-03-04 00:00:00,2026-03-07 09:29:57,True,3.0,2538.7,False,False,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,Customer complaint text unclear due to poor call center notes.,IN_PROGRESS,LOW,EMAIL
CBK0000337,TXN00013045,True,USR42531,False,MCH1288,True,2026-01-19 00:00:00,2026-01-20 08:51:00,,True,1.0,546.9,False,False,SERVICE_NOT_DELIVERED,Service Not Provided,Customer complaint text unclear due to poor call center notes.,REJECTED,LOW,CHATBOT
CBK0002542,TXN00004045,True,USR54255,False,MCH7383,True,2026-03-24 03:03:18,2026-04-08 20:03:18,2026-04-13 20:03:18,True,15.0,14158.32,False,False,ACCOUNT_TAKEOVER,account hacked,Merchant service was not delivered after payment.,PENDING_BANK,LOW,CALL_CENTER
CBK0002678,TXN00074852,False,USR64694,True,MCH3676,False,2026-02-11 00:00:00,,2026-03-11 16:25:29,True,,1652.05,False,False,DUPLICATE_DEBIT,double debit,Payment made to unknown merchant as per customer statement.,IN_PROGRESS,MEDIUM,CALL_CENTER
CBK0001617,TXN00001553,True,USR68522,True,MCH7372,False,2026-01-08 00:00:00,2026-02-08 00:00:00,2026-02-21 04:46:00,True,31.0,5796.41,False,False,SERVICE_NOT_DELIVERED,merchant service issue,Payment made to unknown merchant as per customer statement. pls check asap,PENDING_BANK,CRITICAL,CALL_CENTER
CBK0002109,TXN00005274,True,USR70317,False,MCH7833,True,2026-02-26 09:34:34,2026-02-27 13:34:00,2026-03-13 13:34:00,True,1.0,4290.41,False,False,AMOUNT_MISMATCH,incorrect amount,Customer says amount was debited twice.,RESOLVED,HIGH,CHATBOT
CBK0000136,TXN00000724,True,USR55205,False,MCH4226,False,2026-02-20 00:00:00,2026-02-26 00:00:00,,True,6.0,454.0,False,False,GENERAL_DISPUTE,dispute raised,User says UPI PIN was not entered by them.,CLOSED,HIGH,EMAIL
CBK0002243,TXN00019786,True,USR27947,True,MCH1674,True,2026-03-15 00:00:00,2026-03-17 00:00:00,,True,2.0,1377.81,False,False,UNAUTHORIZED_TRANSACTION,unauth txn,Customer complaint text unclear due to poor call center notes.,PENDING_BANK,CRITICAL,EMAIL
CBK0000579,TXN00006902,True,USR30658,False,MCH8779,True,,2026-04-09 00:00:00,2026-04-25 00:00:00,True,,2179.89,False,False,AMOUNT_MISMATCH,Wrong Amount,Customer says amount was debited twice.,CLOSED,CRITICAL,CALL_CENTER
CBK0002191,TXN00005500,True,USR99576,False,MCH4473,False,2026-01-25 00:00:00,2026-01-31 00:00:00,2026-02-09 00:00:00,True,6.0,1721.07,False,False,ACCOUNT_TAKEOVER,account hacked,SUSPICIOUS HIGH-VALUE PAYMENT DISPUTED BY CUSTOMER.,CLOSED,HIGH,CALL_CENTER
CBK0002147,TXN00010700,True,USR22862,False,MCH3741,False,2026-03-21 00:00:00,2026-03-29 00:00:00,2026-03-29 00:00:00,True,8.0,393.01,False,False,SERVICE_NOT_DELIVERED,item not received,Payment made to unknown merchant as per customer statement.,IN_PROGRESS,MEDIUM,CHATBOT
CBK0002214,,False,USR72691,True,MCH3098,False,2026-02-03 00:00:00,2026-02-14 00:01:00,,True,11.0,3364.0,False,False,SERVICE_NOT_DELIVERED,delivery issue,Payment made to unknown merchant as per customer statement.,CLOSED,MEDIUM,IVR
CBK0002699,TXN00004968,True,USR63160,False,MCH2867,False,2026-02-09 02:29:10,2026-02-19 10:29:00,2026-02-27 00:00:00,True,10.0,686.93,True,False,ACCOUNT_TAKEOVER,ATO,Customer says transaction was not authorized.,IN_PROGRESS,HIGH,IVR
CBK0000910,TXN00010888,True,USR26595,False,MCH8921,True,2026-01-27 00:00:00,2026-01-31 19:55:18,2026-02-08 19:55:18,True,4.0,925.14,False,False,AMOUNT_MISMATCH,amount mismatch,User reports money deducted but merchant denies receiving payment.,CLOSED,LOW,CHATBOT
CBK0002050,TXN00003990,True,USR78005,False,MCH8100,False,2026-01-22 20:54:00,2026-01-27 22:54:00,,True,5.0,5710.85,True,False,AMOUNT_MISMATCH,extra amount deducted,Customer says amount was debited twice.,CLOSED,MEDIUM,CHATBOT
CBK0002501,TXN00074548,False,USR43280,False,MCH3768,False,2026-02-20 00:00:00,2026-02-22 23:25:00,2026-02-27 23:25:00,True,2.0,4626.55,True,False,GENERAL_DISPUTE,no service,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,IN_PROGRESS,HIGH,CALL_CENTER
CBK0002442,TXN00003496,True,USR17908,True,MCH1236,False,2026-01-12 17:43:35,2026-01-28 00:00:00,2026-02-24 01:43:00,True,15.0,1706.49,False,False,SERVICE_NOT_DELIVERED,service failed,Complaint received after multiple failed attempts.,REJECTED,HIGH,IVR
CBK0002201,TXN00011553,True,USR33934,True,MCH1101,True,2026-02-07 13:14:25,2026-02-11 00:00:00,2026-02-26 06:14:25,True,3.0,1996.81,False,False,ACCOUNT_TAKEOVER,account hacked,User says UPI PIN was not entered by them.,OPEN,LOW,APP
CBK0001113,TXN00011228,True,USR47724,False,MCH3600,True,2026-01-19 04:34:00,2026-01-20 00:00:00,2026-02-14 00:00:00,True,0.0,9827.0,False,False,ACCOUNT_TAKEOVER,login compromised,Customer complaint text unclear due to poor call center notes.,PENDING_BANK,LOW,IVR
CBK0001373,TXN00007769,True,USR24681,False,MCH6081,False,,2026-02-14 19:34:08,2026-03-12 00:00:00,True,,813.25,False,False,SERVICE_NOT_DELIVERED,item not received,Suspicious high-value payment disputed by customer.,RESOLVED,HIGH,CHATBOT
CBK0001206,TXN00014973,True,USR48430,False,MCH4479,False,2026-02-17 19:55:56,2026-02-25 15:55:56,2026-02-25 00:00:00,False,,746.85,False,False,GENERAL_DISPUTE,no service,Suspicious high-value payment disputed by customer.,RESOLVED,HIGH,CALL_CENTER
CBK0000759,TXN00018597,True,USR54822,False,MCH1382,False,,2026-02-14 10:59:54,2026-02-16 10:59:54,True,,2898.66,False,False,ACCOUNT_TAKEOVER,login compromised,Merchant service was not delivered after payment.,OPEN,MEDIUM,IVR
CBK0002772,TXN00008116,True,USR80305,True,MCH3781,False,2026-01-18 12:29:06,2026-01-20 00:00:00,2026-02-15 00:00:00,True,1.0,1863.17,False,False,DUPLICATE_DEBIT,charged twice,User reports money deducted but merchant denies receiving payment.,REJECTED,LOW,IVR
CBK0000517,TXN00001323,True,USR53151,True,MCH9341,False,,2026-02-19 00:00:00,2026-02-27 21:24:00,True,,7329.0,False,False,GENERAL_DISPUTE,no service,suspicious high-value payment disputed by customer.,REJECTED,LOW,BRANCH
CBK0001632,TXN00015576,True,USR12683,False,MCH9869,False,2026-03-19 05:30:23,2026-03-30 00:00:00,,True,10.0,448.44,False,False,FRAUD_SUSPECTED,Fraud Suspected,Payment made to unknown merchant as per customer statement.,PENDING_BANK,MEDIUM,APP
CBK0000927,TXN00014638,True,USR14035,False,MCH9573,False,2026-03-12 17:36:00,2026-03-13 17:36:25,2026-04-08 17:36:00,True,1.0,10765.79,False,False,SERVICE_NOT_DELIVERED,Merchant Not Delivered,Customer complaint text unclear due to poor call center notes.,OPEN,HIGH,CHATBOT
CBK0002008,TXN00014274,True,USR40602,False,MCH5954,True,2026-02-14 00:00:00,2026-02-20 00:00:00,2026-03-08 10:09:37,True,6.0,3293.82,False,False,SERVICE_NOT_DELIVERED,delivery issue,Complaint received after multiple failed attempts.,CLOSED,MEDIUM,IVR
CBK0000572,,False,USR58062,False,MCH2065,False,2026-02-18 22:15:46,2026-02-24 10:15:46,2026-03-15 00:00:00,True,5.0,1849.53,False,False,UNAUTHORIZED_TRANSACTION,UNAUTHORISED,Customer says amount was debited twice.,CLOSED,MEDIUM,CHATBOT
CBK0002708,TXN00018113,True,USR17556,False,MCH8377,True,2026-02-09 00:00:00,2026-02-12 17:45:31,2026-03-10 17:45:31,True,3.0,987.42,False,False,ACCOUNT_TAKEOVER,login compromised,Complaint received after multiple failed attempts.,REJECTED,LOW,CHATBOT
CBK0002534,TXN00004493,True,USR76170,False,MCH3036,False,2026-01-11 21:56:00,2026-01-27 00:00:00,,True,15.0,380.69,False,False,SERVICE_NOT_DELIVERED,not delivered,merchant service was not delivered after payment.,IN_PROGRESS,LOW,EMAIL
CBK0001209,TXN00009348,True,USR59740,False,MCH4686,False,2026-02-24 00:00:00,2026-02-28 03:03:00,2026-03-04 03:03:36,True,4.0,4160.0,False,False,SERVICE_NOT_DELIVERED,delivery issue,customer says transaction was not authorized.,IN_PROGRESS,HIGH,EMAIL
CBK0000339,TXN00013884,True,USR60939,False,MCH3878,False,2026-03-20 00:00:00,2026-03-27 00:00:00,,True,7.0,3072.71,False,False,ACCOUNT_TAKEOVER,Account Takeover,Payment made to unknown merchant as per customer statement.,IN_PROGRESS,HIGH,IVR
CBK0002282,TXN00008893,True,USR74390,False,MCH7259,False,2026-01-05 00:00:00,,2026-01-13 13:43:40,True,,2546.9,False,False,GENERAL_DISPUTE,DUP_DEBIT,customer says transaction was not authorized.,OPEN,LOW,IVR
CBK0000767,TXN00010641,True,USR98061,False,MCH3815,False,2026-03-29 20:15:00,2026-04-02 15:15:00,2026-04-08 00:00:00,True,3.0,9500.5,False,False,UNAUTHORIZED_TRANSACTION,not done by me,Customer complaint text unclear due to poor call center notes. call dropped,IN_PROGRESS,CRITICAL,IVR
CBK0000327,TXN00011503,True,USR76772,True,MCH5900,True,2026-02-27 00:00:00,2026-02-28 02:10:08,2026-03-14 02:10:08,True,1.0,1191.08,False,False,SERVICE_NOT_DELIVERED,item not received,CUSTOMER SAYS AMOUNT WAS DEBITED TWICE.,IN_PROGRESS,HIGH,EMAIL
CBK0001061,TXN00007622,True,USR22939,False,MCH5921,True,2026-03-19 09:34:00,2026-03-24 00:00:00,,True,4.0,494.63,False,False,FRAUD_SUSPECTED,Fraud Suspected,Suspicious high-value payment disputed by customer.,CLOSED,LOW,IVR
